/content/CloudChamber/images/frame2.jpg,211,13,234,46,Alfa
/content/CloudChamber/images/frame4.jpg,213,13,230,38,Alfa
/content/CloudChamber/images/frame9.jpg,491,1,518,18,Alfa
/content/CloudChamber/images/frame9.jpg,616,1,639,23,Alfa
/content/CloudChamber/images/frame11.jpg,269,57,279,69,Alfa
/content/CloudChamber/images/frame11.jpg,258,101,277,122,Alfa
/content/CloudChamber/images/frame12.jpg,412,240,426,256,Alfa
/content/CloudChamber/images/frame14.jpg,219,48,234,83,Alfa
/content/CloudChamber/images/frame14.jpg,286,1,307,17,Alfa
/content/CloudChamber/images/frame15.jpg,217,50,232,84,Alfa
/content/CloudChamber/images/frame15.jpg,286,1,306,14,Alfa
/content/CloudChamber/images/frame16.jpg,364,190,376,211,Alfa
/content/CloudChamber/images/frame17.jpg,365,192,377,210,Alfa
/content/CloudChamber/images/frame18.jpg,363,191,379,213,Alfa
/content/CloudChamber/images/frame19.jpg,204,66,220,96,Alfa
/content/CloudChamber/images/frame20.jpg,220,97,233,105,Alfa
/content/CloudChamber/images/frame25.jpg,106,88,125,112,Alfa
/content/CloudChamber/images/frame26.jpg,222,35,251,49,Alfa
/content/CloudChamber/images/frame26.jpg,87,216,117,235,Alfa
/content/CloudChamber/images/frame26.jpg,128,181,149,197,Alfa
/content/CloudChamber/images/frame26.jpg,294,90,311,122,alfa
/content/CloudChamber/images/frame27.jpg,224,32,248,49,Alfa
/content/CloudChamber/images/frame28.jpg,223,35,244,49,Alfa
/content/CloudChamber/images/frame36.jpg,363,22,371,55,Alfa
/content/CloudChamber/images/frame39.jpg,114,204,154,243,Alfa
/content/CloudChamber/images/frame39.jpg,277,65,306,91,Alfa
/content/CloudChamber/images/frame40.jpg,105,208,150,248,Alfa
/content/CloudChamber/images/frame41.jpg,102,208,151,249,Alfa
/content/CloudChamber/images/frame44.jpg,97,101,141,116,Alfa
/content/CloudChamber/images/frame44.jpg,407,186,450,204,Alfa
/content/CloudChamber/images/frame45.jpg,84,104,138,118,Alfa
/content/CloudChamber/images/frame45.jpg,408,188,452,204,Alfa
/content/CloudChamber/images/frame47.jpg,385,10,395,29,Alfa
/content/CloudChamber/images/frame48.jpg,388,7,398,25,Alfa
/content/CloudChamber/images/frame57.jpg,312,178,345,213,Alfa
/content/CloudChamber/images/frame58.jpg,310,182,346,222,Alfa
/content/CloudChamber/images/frame60.jpg,322,98,332,118,Alfa
/content/CloudChamber/images/frame60.jpg,403,69,414,101,Alfa
/content/CloudChamber/images/frame61.jpg,322,97,332,112,Alfa
/content/CloudChamber/images/frame61.jpg,402,69,415,99,Alfa
/content/CloudChamber/images/frame62.jpg,323,97,332,110,Alfa
/content/CloudChamber/images/frame62.jpg,406,68,415,94,Alfa
/content/CloudChamber/images/frame63.jpg,487,115,532,132,Alfa
/content/CloudChamber/images/frame64.jpg,488,116,537,133,Alfa
/content/CloudChamber/images/frame65.jpg,335,77,354,92,Alfa
/content/CloudChamber/images/frame65.jpg,408,32,419,67,Alfa
/content/CloudChamber/images/frame68.jpg,150,197,185,220,Alfa
/content/CloudChamber/images/frame68.jpg,513,25,547,38,Alfa
/content/CloudChamber/images/frame69.jpg,147,200,181,222,Alfa
/content/CloudChamber/images/frame76.jpg,151,41,204,100,Alfa
/content/CloudChamber/images/frame77.jpg,180,140,243,204,Alfa
/content/CloudChamber/images/frame78.jpg,180,141,245,204,Alfa
/content/CloudChamber/images/frame79.jpg,207,116,230,129,Alfa
/content/CloudChamber/images/frame79.jpg,238,124,262,140,Alfa
/content/CloudChamber/images/frame79.jpg,97,123,147,146,Alfa
/content/CloudChamber/images/frame80.jpg,360,54,388,67,Alfa
/content/CloudChamber/images/frame80.jpg,87,125,139,147,Alfa
/content/CloudChamber/images/frame80.jpg,237,126,255,141,Alfa
/content/CloudChamber/images/frame81.jpg,361,54,391,70,Alfa
/content/CloudChamber/images/frame81.jpg,81,126,122,141,Alfa
/content/CloudChamber/images/frame82.jpg,384,86,397,115,Alfa
/content/CloudChamber/images/frame83.jpg,384,86,397,113,Alfa
/content/CloudChamber/images/frame84.jpg,320,180,333,203,Alfa
/content/CloudChamber/images/frame85.jpg,316,185,331,207,Alfa
/content/CloudChamber/images/frame89.jpg,526,83,570,96,Alfa
/content/CloudChamber/images/frame95.jpg,194,157,216,201,Alfa
/content/CloudChamber/images/frame96.jpg,193,157,215,202,Alfa
/content/CloudChamber/images/frame99.jpg,354,1,367,25,Alfa
/content/CloudChamber/images/frame100.jpg,470,59,498,80,Alfa
/content/CloudChamber/images/frame101.jpg,474,59,503,82,Alfa
/content/CloudChamber/images/frame102.jpg,474,60,504,82,Alfa
/content/CloudChamber/images/frame103.jpg,478,60,510,82,Alfa
/content/CloudChamber/images/frame107.jpg,504,163,557,178,Alfa
/content/CloudChamber/images/frame110.jpg,340,72,388,81,Alfa
/content/CloudChamber/images/frame110.jpg,416,38,432,62,Alfa
/content/CloudChamber/images/frame111.jpg,324,197,346,238,Alfa
/content/CloudChamber/images/frame113.jpg,265,1,296,40,Alfa
/content/CloudChamber/images/frame113.jpg,441,68,451,82,Alfa
/content/CloudChamber/images/frame114.jpg,267,1,296,37,Alfa
/content/CloudChamber/images/frame114.jpg,441,67,452,81,Alfa
/content/CloudChamber/images/frame115.jpg,388,13,437,26,Alfa
/content/CloudChamber/images/frame116.jpg,116,50,130,73,Alfa
/content/CloudChamber/images/frame117.jpg,109,51,127,79,Alfa
/content/CloudChamber/images/frame119.jpg,251,69,272,116,Alfa
/content/CloudChamber/images/frame119.jpg,349,98,398,118,Alfa
/content/CloudChamber/images/frame120.jpg,247,69,267,116,Alfa
/content/CloudChamber/images/frame120.jpg,349,97,398,119,Alfa
/content/CloudChamber/images/frame124.jpg,517,100,551,113,Alfa
/content/CloudChamber/images/frame126.jpg,362,39,391,70,Alfa
/content/CloudChamber/images/frame130.jpg,116,54,135,91,Alfa
/content/CloudChamber/images/frame131.jpg,78,140,139,152,Alfa
/content/CloudChamber/images/frame137.jpg,84,119,110,135,Alfa
/content/CloudChamber/images/frame137.jpg,429,203,443,221,Alfa
/content/CloudChamber/images/frame138.jpg,432,209,444,224,Alfa
/content/CloudChamber/images/frame140.jpg,466,55,482,66,Alfa
/content/CloudChamber/images/frame143.jpg,441,198,450,220,Alfa
/content/CloudChamber/images/frame143.jpg,495,29,515,41,Alfa
/content/CloudChamber/images/frame143.jpg,402,1,439,18,Alfa
/content/CloudChamber/images/frame144.jpg,494,28,523,44,Alfa
/content/CloudChamber/images/frame144.jpg,408,1,442,17,Alfa
/content/CloudChamber/images/frame144.jpg,442,199,451,218,Alfa
/content/CloudChamber/images/frame145.jpg,441,199,451,220,Alfa
/content/CloudChamber/images/frame145.jpg,496,28,521,44,Alfa
/content/CloudChamber/images/frame145.jpg,407,1,443,19,Alfa
/content/CloudChamber/images/frame153.jpg,201,88,250,110,Alfa
/content/CloudChamber/images/frame154.jpg,378,24,403,41,Alfa
/content/CloudChamber/images/frame167.jpg,181,191,199,225,Alfa
/content/CloudChamber/images/frame167.jpg,273,16,303,48,Alfa
/content/CloudChamber/images/frame168.jpg,437,15,466,32,Alfa
/content/CloudChamber/images/frame171.jpg,91,110,112,142,Alfa
/content/CloudChamber/images/frame173.jpg,348,51,382,85,Alfa
/content/CloudChamber/images/frame174.jpg,347,50,384,85,Alfa
/content/CloudChamber/images/frame175.jpg,269,74,308,88,Alfa
/content/CloudChamber/images/frame177.jpg,371,169,390,209,Alfa
/content/CloudChamber/images/frame178.jpg,280,121,307,152,Alfa
/content/CloudChamber/images/frame179.jpg,280,122,307,155,Alfa
/content/CloudChamber/images/frame185.jpg,238,47,258,69,Alfa
/content/CloudChamber/images/frame188.jpg,93,56,148,73,Alfa
/content/CloudChamber/images/frame191.jpg,520,131,539,144,Alfa
/content/CloudChamber/images/frame192.jpg,522,130,543,143,Alfa
/content/CloudChamber/images/frame195.jpg,338,9,366,24,Alfa
/content/CloudChamber/images/frame196.jpg,338,4,372,24,Alfa
/content/CloudChamber/images/frame202.jpg,328,93,347,128,Alfa
/content/CloudChamber/images/frame203.jpg,322,94,345,128,Alfa
/content/CloudChamber/images/frame214.jpg,234,80,250,122,Alfa
/content/CloudChamber/images/frame217.jpg,266,170,295,204,Alfa
/content/CloudChamber/images/frame108.jpg,465,237,477,256,Alfa
/content/CloudChamber/images/frame109.jpg,467,241,479,256,Alfa
/content/CloudChamber/images/frame123.jpg,538,120,564,141,Alfa
/content/CloudChamber/images/frame139.jpg,432,206,448,226,Alfa
/content/CloudChamber/images/frame215.jpg,228,76,254,128,Alfa
/content/CloudChamber/images/frame218.jpg,262,171,297,212,Alfa
/content/CloudChamber/images/frame218.jpg,416,206,429,221,Alfa
/content/CloudChamber/images/frame240.jpg,253,63,270,76,Alfa
/content/CloudChamber/images/frame241.jpg,252,63,269,76,Alfa
/content/CloudChamber/images/frame242.jpg,495,203,549,256,Alfa
/content/CloudChamber/images/frame243.jpg,501,210,549,255,Alfa
/content/CloudChamber/images/frame246.jpg,398,83,448,112,Alfa
/content/CloudChamber/images/frame246.jpg,407,47,421,71,Alfa
/content/CloudChamber/images/frame247.jpg,397,85,449,115,Alfa
/content/CloudChamber/images/frame247.jpg,407,48,422,69,Alfa
/content/CloudChamber/images/frame248.jpg,294,49,315,65,Alfa
/content/CloudChamber/images/frame248.jpg,408,44,422,70,Alfa
/content/CloudChamber/images/frame248.jpg,399,85,449,112,Alfa
/content/CloudChamber/images/frame249.jpg,290,53,318,68,Alfa
/content/CloudChamber/images/frame249.jpg,409,47,423,68,Alfa
/content/CloudChamber/images/frame250.jpg,288,51,317,68,Alfa
/content/CloudChamber/images/frame255.jpg,474,105,514,118,Alfa
/content/CloudChamber/images/frame260.jpg,379,1,403,20,Alfa
/content/CloudChamber/images/frame261.jpg,382,1,410,20,Alfa
/content/CloudChamber/images/frame262.jpg,386,1,407,15,Alfa
/content/CloudChamber/images/frame262.jpg,405,168,433,190,Alfa
/content/CloudChamber/images/frame265.jpg,220,1,242,27,Alfa
/content/CloudChamber/images/frame266.jpg,219,1,246,29,Alfa
/content/CloudChamber/images/frame276.jpg,386,50,432,68,Alfa
/content/CloudChamber/images/frame277.jpg,411,154,464,191,Alfa
/content/CloudChamber/images/frame288.jpg,226,2,242,32,Alfa
/content/CloudChamber/images/frame288.jpg,321,138,333,156,Alfa
/content/CloudChamber/images/frame288.jpg,153,182,229,212,Alfa
/content/CloudChamber/images/frame289.jpg,226,1,244,30,Alfa
/content/CloudChamber/images/frame289.jpg,317,138,333,157,Alfa
/content/CloudChamber/images/frame289.jpg,147,187,230,221,Alfa
/content/CloudChamber/images/frame290.jpg,227,1,242,22,Alfa
/content/CloudChamber/images/frame292.jpg,107,7,175,21,Alfa
/content/CloudChamber/images/frame293.jpg,441,124,461,145,Alfa
/content/CloudChamber/images/frame293.jpg,485,145,508,168,Alfa
/content/CloudChamber/images/frame294.jpg,442,125,461,147,Alfa
/content/CloudChamber/images/frame294.jpg,488,144,504,165,Alfa
/content/CloudChamber/images/frame295.jpg,349,174,399,200,Alfa
/content/CloudChamber/images/frame295.jpg,499,153,514,171,Alfa
